"AQI Value","CO AQI Value","Ozone AQI Value","NO2 AQI Value","PM2.5 AQI Value","lat","lng"
81,2,12,5,81,25.55,-100.9667
70,1,49,1,70,44.4161,12.2017
70,1,49,1,70,41.1612,-81.2422
51,1,27,3,51,48.1147,-1.6794
53,1,30,1,53,47.2167,8.7
151,4,4,10,151,-22.4108,-47.5608
151,4,4,10,151,10.3042,-61.1708
151,4,4,10,151,-22.7228,-44.1358
49,2,33,4,49,36.317,-94.1531
49,2,33,4,49,45.1865,-93.5783
63,1,35,4,63,50.5,5.6667
54,1,44,0,54,42.4333,25.65
36,1,28,1,36,45.05,41.9833
59,1,14,14,59,28.7592,-81.336
67,2,1,23,67,28.0557,-81.9545
67,2,1,23,67,35.2585,-89.7308
168,6,24,6,168,-24.2,29.5
42,1,42,2,24,57.7667,12.3
87,2,6,7,87,14.6338,-90.6146
69,2,20,16,69,40.8253,-74.2111
69,2,20,16,69,34.0715,-117.6981
69,2,20,16,69,38.6111,-77.34
74,1,16,0,74,13.6739,-6.075
125,2,16,7,125,17.965,-77.245
64,1,33,4,64,49.45,6.6167
94,3,23,1,94,0.3533,32.7553
54,1,32,4,54,43.2023,-86.2421
29,1,21,0,29,-18.9667,32.6333
64,3,17,1,64,-2.85,30.3333
45,1,45,3,26,35.0955,-77.0723
34,1,34,0,24,53.3667,20.4333
66,1,30,6,66,50.8333,4.0167
66,1,37,3,66,45.3833,9.2167
43,1,27,1,43,14.6206,120.5817
43,1,43,1,29,53.6167,87.3333
37,1,37,0,18,57.265,16.45
56,1,44,1,56,37.3333,14.75
66,1,17,1,66,7,0.3
29,1,29,0,11,63.1104,7.7279
140,4,2,34,140,34.0323,-117.9533
43,1,30,4,43,53.5967,7.2056
50,1,28,4,50,45.5137,-92.9601
57,2,12,17,57,36.2883,-115.0888
48,1,27,1,48,14.4333,120.8833
49,1,29,10,49,39.0661,-76.6938
109,3,6,28,109,15.0333,120.6833
109,3,6,28,109,7.894,-67.473
109,3,6,28,109,16.62,120.32
109,3,6,28,109,36.4667,-6.2
109,3,6,28,109,10.2833,-61.4667
109,3,6,28,109,24.8504,-98.16
109,3,6,28,109,34.2886,-118.4362
109,3,6,28,109,16.8717,-93.2063
109,3,6,28,109,10.1667,123.7
109,3,6,28,109,7.9178,125.3286
109,3,6,28,109,-34.5833,-70.9833
109,3,6,28,109,13.5661,123.1422
109,3,6,28,109,12.3167,122.6
109,3,6,28,109,12.4858,123.7628
109,3,6,28,109,13.6767,-86.3144
109,3,6,28,109,9.2797,-74.5339
52,1,7,4,52,15.4353,-91.0356
26,1,8,4,26,18.3985,-66.061
26,1,8,4,26,-31.5342,-68.5261
26,1,8,4,26,14.6,121.03
26,1,8,4,26,18.81,-71.23
26,1,8,4,26,13.826,121.396
26,1,8,4,26,9.9609,-84.0731
26,1,8,4,26,16.6667,120.3333
26,1,8,4,26,26.1903,-98.152
26,1,8,4,26,17.7431,120.4583
26,1,8,4,26,9.159,123.494
26,1,8,4,26,10.2667,125.1833
26,1,8,4,26,10.65,-61.45
26,1,8,4,26,14.4167,-88.4333
26,1,8,4,26,17.6834,120.732
40,1,39,2,40,35.7915,140.0563
56,2,30,10,56,38.197,-85.8136
50,1,26,8,50,48.6506,-123.3986
50,1,26,8,50,40.2891,-84.1667
40,1,40,2,27,43.3183,11.3314
82,2,9,31,82,42.036,-87.74
56,1,30,1,56,45.1667,18.0167
39,1,39,0,24,42.6833,26.3333
78,2,33,7,78,22.9833,120.1833
54,2,9,9,54,-36.7167,-73.1219
96,3,25,5,96,59.4372,24.7453
34,1,13,2,34,-29.8,-51.8597
62,2,19,13,62,32.5728,-116.6267
42,1,24,5,42,51.1167,4.2
44,1,20,3,44,46.9481,1.9933
90,2,8,10,90,-23.1014,-46.7283
32,1,32,2,27,52.4319,7.0678
54,2,16,12,54,40.5217,-88.9884
48,1,31,8,48,41.3138,-81.745
29,0,29,1,26,49.4539,11.0775
50,1,16,11,50,28.4727,-81.4169
50,1,16,11,50,35.9639,-84.2938
50,1,16,11,50,41.0323,-74.4971
34,1,34,3,30,45.6,8.6333
73,3,34,1,73,1.1675,33.71
38,0,38,0,36,52.7,5.3
55,1,46,0,55,51.1881,10.0528
73,0,19,0,73,7.9667,49.85
40,1,40,5,33,35.8731,-84.1821
46,1,38,2,46,42.0627,-71.2461
60,1,30,5,60,41.9361,-87.8794
60,1,30,5,60,40.5903,-80.0999
60,1,30,5,60,40.4439,-74.5431
68,1,68,0,45,41.6333,13.35
73,2,7,15,73,36.2587,139.0746
61,1,35,4,61,41.5905,-87.3473
54,1,40,1,54,50.6,4.45
138,3,40,4,138,33.4608,-88.8297
57,1,38,3,57,41.4723,-87.6176
67,1,29,1,67,16.622,-93.1048
26,0,20,0,26,-8.23,-39.3758
67,1,29,1,67,19.8178,-97.3667
54,1,21,1,54,13.6319,123.4975
86,2,12,4,86,4.5,-74.6667
100,3,37,10,100,40.6127,141.2059
65,1,27,11,65,36.0667,140.2
31,1,30,1,31,39.1464,-123.2105
90,2,12,17,90,38.7206,113.2437
21,1,11,0,21,3.3,117.6333
45,1,45,0,28,36.014,-5.606
24,1,22,0,24,-17.9869,-46.9078
59,1,28,0,59,21.7511,-78.7792
55,1,26,1,55,19.1903,-96.1533
53,1,34,3,53,35.4261,137.0613
27,0,27,0,18,22.091,-159.3521
31,1,31,3,16,54.326,-2.745
55,1,30,5,55,32.6871,-97.0208
52,2,27,10,52,38.7605,-77.098
38,0,35,0,38,27.9589,-114.0561
153,1,38,0,153,25.1264,62.3225
105,1,20,3,105,18.0106,-76.7847
34,1,34,3,20,52.5413,-1.3725
72,1,36,3,72,49.3181,8.5472
62,1,30,7,62,51.5,7.6167
168,3,7,9,168,19.3133,-97.9228
70,2,20,19,70,33.696,-118.0018
56,1,39,1,56,44.3623,-98.2094
75,1,42,2,75,45.5331,12.6448
39,0,13,4,39,-8.4,-35.0625
56,1,10,3,56,-22.4914,-44.5592
59,1,19,5,59,40.5764,-4.0019
104,2,9,12,104,29.7452,-95.2333
37,1,37,1,34,56.9053,12.4911
35,1,26,4,35,51.1167,6.95
45,1,45,2,37,42.7002,-71.1626
45,1,45,2,37,38.9597,-95.2642
45,1,45,2,37,39.8674,-85.9904
45,1,45,2,37,40.2954,-74.7205
35,1,25,1,35,46.8014,4.4411
35,1,29,5,35,53.8003,-1.5497
35,1,29,5,35,33.5436,-86.5639
31,0,31,0,15,59.7798,5.5005
44,1,42,0,44,37.6417,14.3958
185,4,185,5,154,37.8846,114.6523
58,1,33,0,58,9.2822,79.1436
153,1,52,0,153,16.87,81.93
63,1,12,0,63,6.56,30.51
51,1,30,9,51,41.0993,-80.6463
38,1,28,5,38,52.4697,4.7767
30,1,30,3,27,53.25,6.4
64,1,45,6,64,40.6961,-74.2286
98,4,9,8,98,15.1,-92.5333
97,1,25,0,97,18.152,-65.8204
156,1,46,0,156,13.9667,44.1667
156,1,46,0,156,13.9759,44.1709
23,0,11,1,23,-14.0667,-75.7333
27,1,22,0,27,8.4844,-13.2344
27,1,22,0,27,41.7714,-71.0157
30,1,30,0,14,57.25,41.1333
35,1,20,0,35,-15.8467,27.7475
67,1,29,6,67,35.1087,-89.9663
67,1,29,6,67,27.5435,-82.5608
99,13,20,9,99,-26.1,27.7667
29,0,29,1,29,45.3242,-118.0865
87,1,65,0,87,45.05,12.05
21,1,13,0,21,-9.8758,-56.0858
97,5,1,13,97,-32.4275,-71.0664
28,0,28,0,24,-16.92,145.78
53,1,17,14,53,42.7986,-87.8762
61,1,23,0,61,11.3,124.6833
36,1,36,7,24,36.6778,-76.3023
55,1,35,3,55,37.1095,-120.2349
67,2,20,17,67,40.2987,-76.8069
69,1,39,2,69,45.8868,12.2974
89,1,44,1,89,39.6,16.5167
38,1,25,0,38,45.9333,133.7333
71,1,38,1,71,31.4167,31.8214
31,1,27,1,31,15.2667,74.6167
21,1,16,1,21,-30.65,24.0167
54,1,35,5,54,52.0117,4.3592
175,7,54,2,175,-5.5,22.2667
52,1,14,0,52,6.65,-4.7
59,0,30,0,59,55.8958,-3.0583
153,0,36,0,153,22.1495,75.3444
43,1,23,5,43,50.2667,4.9167
37,1,37,1,24,42.1667,26.5667
45,0,31,0,45,54.0833,38.2167
45,0,31,0,45,48.6328,35.2239
202,3,202,2,104,34.0153,71.9747
41,1,28,0,41,63.2017,75.4517
142,1,40,0,142,40.565,65.685
31,1,28,2,31,48.5333,8.0833
71,1,33,2,71,44.95,20.2167
38,1,21,0,38,9.3394,-65.3167
41,1,41,0,28,53.2,45.1667
41,1,41,0,28,56.8167,61.3333
36,1,36,1,19,49.8919,28.6
112,1,29,0,112,18.67,77.9
71,2,31,7,71,35.066,-85.2481
52,1,25,1,52,54.6347,21.8119
26,1,22,5,26,51.712,-0.612
56,1,11,3,56,7.6667,126.0833
56,1,11,3,56,21.2389,-104.9
44,1,18,0,44,8.71,125.75
43,1,43,0,14,46.35,48.035
32,1,32,2,29,40.6333,-8.65
32,1,32,2,29,-3.6058,-55.3319
100,3,12,1,100,6.0833,10.1
52,2,32,9,52,41.9181,-88.1307
29,1,29,3,15,47.2969,-1.4928
67,2,29,10,67,45.2,11.2167
75,1,33,6,75,45.6,8.95
54,1,33,9,54,39.8337,-86.383
57,1,36,3,57,25.6347,-80.3721
57,1,36,3,57,41.5589,-81.5029
57,1,36,3,57,38.6309,-90.3332
50,1,26,7,50,38.6875,-121.4417
40,0,40,0,20,53.7167,37.2833
94,1,51,1,94,36.7632,-90.4135
70,1,70,0,53,40.8231,14.1222
52,1,42,0,52,46.5333,6.6
102,2,28,5,102,10.3833,78.8001
102,2,28,5,102,10.6118,78.0505
58,1,58,0,50,40.3833,17.35
51,1,37,1,51,51.05,4.6333
47,1,39,1,47,51.7667,6.8333
54,1,39,0,54,48.05,24.2167
64,2,36,0,64,7.1904,8.13
52,1,34,2,52,37.6113,-122.4782
50,1,18,2,50,7.3744,124.2686
50,1,18,2,50,5.9167,120.9167
45,1,45,0,32,52.3203,10.2336
135,8,47,1,135,51.85,116.0333
59,2,21,4,59,47.4694,7.5942
76,2,24,1,76,7.25,5.195
33,0,33,0,26,51.475,0.33
47,1,46,1,47,40.3113,-79.5445
47,1,46,1,47,39.3518,-85.5028
42,1,40,0,42,58.5667,57.85
54,1,47,0,54,51.2386,12.7253
60,1,35,2,60,41.6559,-91.5303
139,1,139,1,67,30.5833,32.2667
67,1,21,1,67,-23.1017,-48.6158
69,1,26,4,69,14.12,78.17
37,1,37,1,28,51.4833,3.95
70,1,18,0,70,0.1867,30.0881
54,1,46,0,54,51.2811,9.6186
56,2,50,3,56,34.9893,137.0021
56,2,50,3,56,34.7517,134.3931
52,1,43,3,52,34.5167,135.8
52,1,43,3,52,34.5833,135.6333
55,1,24,1,55,5.9167,0.9833
72,1,41,2,72,45.6667,12.15
82,2,9,11,82,20.2139,-75.9919
50,1,32,1,50,35.5479,-100.9651
69,2,19,16,69,41.6075,-87.8619
64,2,12,20,64,42.0125,-87.8436
64,2,12,20,64,41.0352,-74.0423
43,1,37,0,43,42.8025,-73.9275
58,1,52,0,58,47.4,8.45
87,1,66,0,87,45.49,9.2953
51,1,51,0,38,38.2682,140.8694
45,1,26,2,45,15.5732,75.808
40,1,38,1,40,42.6713,-71.0865
67,1,47,1,67,36.8833,15.0833
67,1,47,1,67,37.3103,137.1477
20,0,20,0,18,-5.5339,-40.7739
66,1,66,1,23,29.178,-82.1511
56,1,47,1,56,35.6134,-96.0068
44,1,44,0,43,51.835,10.7853
42,1,42,0,36,52.3153,7.8806
53,1,39,4,53,41.022,-73.7547
82,2,4,3,82,8.6364,99.3683
55,1,47,3,55,41.7102,-72.1671
55,1,47,3,55,43.7981,-70.4056
55,1,47,3,55,42.8076,-71.2995
52,1,47,0,52,51.3667,12.7167
64,1,60,0,64,49.5417,8.5786
45,1,45,4,32,2.5167,-76.85
45,1,45,4,32,33.7294,-84.9177
44,1,32,3,44,49.11,7.07
34,0,34,0,14,53.5355,8.6622
48,1,29,9,48,43.0913,-87.8864
48,1,29,9,48,41.5169,-88.2146
19,0,19,0,8,-4.8167,34.75
86,1,25,4,86,30.2887,-89.7828
88,3,4,7,88,6.1375,-75.2639
88,3,4,7,88,5.0725,-75.9623
53,1,13,10,53,53.43,-1.357
38,1,38,0,11,46.4833,41.5333
115,3,11,30,115,40.781,-74.0659
48,1,33,6,48,39.0795,-121.5566
54,1,9,1,54,-22.9744,-49.8719
43,1,43,2,42,36.2235,-115.9974
64,1,57,0,64,46.5575,15.6456
57,1,2,18,57,-37.6833,144.5833
42,1,20,0,42,3.96,11.93
42,1,42,0,27,36.6,-4.6333
94,2,9,14,94,35.4344,137.1307
72,2,34,1,72,-25.85,25.6333
63,1,54,0,63,48.5519,8.7256
107,2,15,2,107,-1.2864,36.8172
46,1,20,1,46,-26.8989,-48.6539
36,1,36,0,13,57.4667,41.9667
46,1,37,1,46,32.7019,35.3033
46,1,37,1,46,8.5562,77.971
52,1,37,2,52,41.4149,-81.919
34,1,29,1,34,52.2304,-0.8938
34,1,29,1,34,40.2104,-75.0014
34,1,29,1,34,42.3266,-72.6745
34,1,29,1,34,40.6866,-75.4904
66,1,9,15,66,54.9917,82.7125
48,1,24,3,48,39.0819,141.7086
47,1,40,0,47,41.1549,1.1087
157,5,54,21,157,33.735,113.2999
41,1,25,0,41,-19.6828,-44.89
48,1,47,1,48,40.0772,-74.0702
114,3,53,2,114,46.8719,127.5118
39,1,39,0,21,39.9625,-0.2639
39,1,39,0,21,25.2452,85.665
35,1,23,0,35,44.6,-79.4167
249,11,10,49,249,-6.1703,106.53
42,1,16,4,42,17.3894,121.1597
40,1,40,0,12,56.9167,59.95
115,1,39,0,115,41.6833,20.4281
25,1,20,2,25,-41.4667,-72.9333
129,2,129,1,92,33.6,73.0333
61,2,28,16,61,41.9243,-87.8379
28,1,21,3,28,37.3167,-4.3667
34,1,29,1,34,58.05,38.8333
32,1,32,1,30,50.34,-4.79
39,0,33,1,39,52.0667,9.5833
48,1,48,1,24,37.5092,13.0889
53,1,16,2,53,11.7569,-86.0528
31,0,29,1,31,52.6,12.8831
237,13,3,7,237,-25.4745,30.9703
69,3,14,18,69,42.9726,-88.1291
56,1,25,14,56,40.7314,-73.3248
53,1,28,9,53,41.3645,-72.7768
52,1,32,0,52,50.93,31.58
42,1,42,1,36,55.0333,82.9167
30,0,29,1,30,50.5217,8.8208
39,1,33,0,39,50.361,33.2652
71,2,20,5,71,43.8256,23.2375
69,2,45,3,69,25.0881,117.0244
124,5,13,1,124,4.718,9.73
200,11,16,7,200,-4.9729,23.4368
217,4,99,4,217,26.2103,87.5141
217,4,99,4,217,23.02,88.48
217,4,99,4,217,24.6554,84.5844
205,4,96,4,205,22.7,88.45
96,3,7,11,96,40.4169,-3.7033
96,3,7,11,96,4.7344,-74.2683
96,3,7,11,96,9.2619,125.9647
24,0,24,0,11,-21.2311,48.3419
166,1,39,0,166,24.03,75.08
20,0,20,0,13,-28.4489,-52.2
70,1,8,17,70,25.7785,-80.376
70,1,8,17,70,32.4692,-100.4092
65,1,34,1,65,47.1747,20.1965
38,1,38,0,28,56.3315,114.89
199,3,96,3,199,22.89,88.02
32,0,22,0,32,-31.9,152.45
47,1,47,1,33,41.2833,13.25
84,5,10,4,84,-24.6,27.4
91,3,28,18,91,36.8,4.2667
48,1,6,0,48,4.91,29.45
43,1,43,1,16,44.0333,10.1333
41,1,31,8,41,40.8096,-72.8479
51,1,26,3,51,47.9878,10.1811
56,1,13,12,56,25.867,-80.1779
19,1,6,1,19,1.15,-76.6475
48,1,48,1,41,41.1,13.8833
29,0,29,1,25,49.8167,7.1167
137,1,69,1,137,35.4667,44.3167
47,1,47,0,10,35.7288,137.9339
28,1,28,0,18,61.25,46.6333
104,2,58,0,104,6.3167,99.85
31,1,31,1,15,47.5833,12.1667
81,1,20,8,81,30.2082,-92.0325
81,1,20,8,81,40.3991,-86.8593
81,1,20,8,81,39.9946,-105.0998
81,1,20,8,81,37.8919,-122.1189
39,1,39,2,35,43.6833,10.85
51,1,37,2,51,44.3333,9.2167
109,2,109,3,93,30,120.5833
50,1,32,5,50,41.5483,2.1075
150,1,81,3,150,33.8789,75.2485
42,1,42,0,32,40.161,34.377
21,1,2,0,21,-4.2525,-69.9381
21,1,2,0,21,-21.7169,-48.6878
140,3,138,7,140,32.1724,120.0142
45,1,45,0,24,36.146,137.2522
143,1,32,0,143,19.77,74.48
129,1,35,0,129,18.1018,78.852
15,0,15,0,12,-0.8667,131.25
30,1,28,1,30,48.0333,14.4167
30,0,21,0,30,13.005,76.1028
54,1,30,2,54,50.85,0.57
54,1,30,2,54,40.5961,-98.39
54,1,30,2,54,44.7318,-92.8538
54,1,30,2,54,43.3215,-76.1582
184,6,184,13,163,35.7497,114.2887
323,1,54,0,268,24.91,84.18
323,1,54,0,268,25.4252,83.8201
55,1,11,11,55,32.1453,-111.048
52,1,36,0,52,54.0167,23.9667
39,1,10,2,39,8.5466,-71.2409
45,1,45,0,32,43.6333,13.4
34,1,34,3,26,39.5627,-119.1906
48,1,16,8,48,27.5805,-80.3848
51,1,17,11,51,28.5818,-81.4692
55,1,13,3,55,8.4089,-75.5819
29,1,29,0,8,69.2,33.4667
36,1,26,5,36,36.5417,-4.625
68,1,22,4,68,29.6804,-82.3459
68,1,22,4,68,34.2902,-83.8294
68,1,22,4,68,33.639,-97.1487
68,1,22,4,68,38.7931,-77.6347
61,1,31,2,61,48.6225,10.0206
35,1,35,0,15,39.1641,140.4948
39,1,28,1,39,46.5658,3.3544
34,1,34,0,22,48.0033,122.7365
37,1,37,0,29,46.85,40.3167
54,1,46,3,54,42.3043,-71.2855
54,1,46,3,54,43.55,-80.7167
36,0,29,1,36,50.613,-2.457
36,0,29,1,36,42.1981,-70.9466
52,1,28,1,52,49.9894,20.0661
62,1,28,2,62,37.274,-96.95
62,1,28,2,62,41.8787,-88.1507
28,0,28,3,24,51.7978,0.6373
37,1,15,10,37,45.1472,-122.8603
37,1,15,10,37,38.8503,-77.2322
150,3,133,9,150,32.3912,119.4363
41,1,23,2,41,30.4333,-9.6
35,1,35,1,27,40.7106,0.5808
72,0,26,0,72,14.68,77.599
63,1,9,4,63,-22.3572,-47.3844
43,0,14,3,43,-6.9628,-35.6919
41,1,10,0,41,-3.3667,36.6833
52,1,28,8,52,35.4667,-6.0333
38,1,38,1,21,36.1587,140.5164
66,1,40,1,66,48.5667,16.0833
68,1,36,2,68,47.8833,11.7
103,1,39,1,103,49.1667,26.5667
103,1,39,1,103,49.7822,23.6436
35,1,35,1,21,37.25,-6.95
39,1,39,0,8,47.6644,36.2632
30,1,9,1,30,-14.0669,-39.6408
50,1,26,11,50,38.8896,-77.2056
21,0,21,0,7,-22.4036,46.1258
69,2,8,6,69,-29.92,-51.18
69,2,8,6,69,8.5333,-82.8333
35,1,35,1,31,43.6,2.25
29,1,13,1,29,14.8486,-85.8942
22,0,22,0,4,-28.4667,-65.7833
40,1,9,1,40,7.9833,-75.2
35,1,34,4,35,44.1389,12.2444
88,2,10,20,88,53.782,-1.8135
88,2,10,20,88,38.6444,-90.3303
88,2,10,20,88,35.659,-78.4498
88,2,10,20,88,39.8689,-84.3292
88,2,10,20,88,37.9404,-121.9301
88,2,10,20,88,39.6627,-75.0782
154,4,0,14,154,18.8167,-98.95
85,0,26,0,85,14.47,78.82
29,1,2,2,29,-13.525,-71.9722
43,1,43,5,43,48.8478,2.4392
43,1,43,5,43,38.6759,-87.5102
56,1,35,2,56,43.1333,131.9
62,1,44,1,62,59.4333,29.4833
36,0,33,1,36,51.9667,5.6667
14,1,5,0,14,-17.5167,-63.1667
94,1,25,3,94,47.6297,7.9044
34,1,34,0,5,52.1294,-122.1383
34,0,33,1,34,53,11.75
44,1,21,12,44,41.6007,-72.9734
54,0,36,2,54,50.8147,-0.3714
150,3,150,2,96,32.1264,114.0672
136,2,136,2,81,37.6823,112.7281
120,2,120,1,81,43.513,123.5003
59,1,21,5,59,49.0264,2.2275
159,4,127,1,159,26.4929,86.368
31,1,15,3,31,12.1964,-86.0969
69,1,37,1,69,47.9667,12.5833
41,1,15,3,41,50.26,-5.051
41,1,15,3,41,45.3647,-63.28
62,1,34,0,62,40.8161,29.3006
62,1,34,0,62,44.5381,18.6761
36,0,33,1,36,52.4661,10.2039
63,1,29,2,63,48.7058,9.5919
139,1,25,1,139,18.89,72.95
31,1,23,4,31,37.183,-5.767
49,1,20,10,49,49.25,-123.1
49,1,20,10,49,45.6366,-122.5967
275,15,8,20,275,-26.6992,27.8356
34,0,34,1,34,51.9833,5.1
60,1,19,0,60,10.9,123.0833
181,7,8,19,181,-26.8142,27.8286
47,2,21,6,47,47.7,8.6333
42,1,42,0,28,51.55,92.7667
36,1,36,1,28,50.1833,27.0667
57,2,20,8,57,43.2534,-70.8856
66,2,28,8,66,45.4,10.85
52,1,36,4,52,47.9972,11.3406
55,1,43,2,55,49.2615,13.9024
67,1,37,0,67,-6.84,107.9208
54,1,32,5,54,44.8546,-93.5621
78,3,10,22,78,32.8168,-79.9687
78,3,10,22,78,38.3484,-81.6322
78,3,10,22,78,39.4842,-88.1781
43,1,43,0,23,55.1167,80.9667
54,1,40,1,54,36.95,14.6
106,1,25,0,106,22.9856,-80.5831
86,2,19,23,86,40.6155,-80.2547
83,1,46,1,83,43.2775,76.8958
102,2,58,1,102,-12.4381,130.8411
33,1,33,3,16,53.691,-1.633
48,2,29,0,48,25.83,93.43
46,1,18,0,46,6.9833,39.1833
34,1,34,4,21,53.4286,-2.8064
65,1,47,1,65,44.7,11.8
34,1,34,1,26,56.2,15.2833
42,1,7,1,42,-15.1639,-49.8028
74,2,18,19,74,41.3065,-73.5023
74,2,18,19,74,40.8313,-74.0147
74,2,18,19,74,45.8114,-122.7051
53,1,44,0,53,51.35,8.4833
132,2,31,6,132,-23.5328,-46.7919
34,1,34,0,3,65.0142,25.4719
52,1,45,2,52,40.9147,-74.1624
48,1,48,1,40,39.9649,-75.0563
135,3,30,10,135,46.6388,131.1545
39,1,39,0,11,59.3333,13.4333
35,1,35,0,6,59.3758,28.1961
32,0,32,0,7,25.0781,-77.3386
48,1,48,1,33,44.6333,41.9333
29,1,29,0,10,59.7,30.7833
69,2,33,5,69,32.8604,-97.218
50,1,32,5,50,37.9929,-121.6952
67,1,64,0,67,48.0167,11.5833
80,1,36,4,80,50.2667,19.0167
28,0,28,1,14,37.2836,-5.9222
31,1,31,4,24,52.267,-2.153
46,1,44,1,46,43.65,43.55
64,2,30,6,64,41.4152,-75.6072
67,2,14,19,67,41.8973,-87.9432
57,2,23,13,57,40.5352,-75.4978
132,3,20,12,132,31.8811,-81.6131
72,2,18,18,72,36.3782,-86.4698
49,2,49,0,32,47.9117,123.4978
94,2,56,1,94,16.5333,80.8
55,1,15,10,55,51.9569,7.0056
72,2,3,12,72,39.6468,-104.9942
72,2,3,12,72,40.8917,-73.9736
72,2,3,12,72,26.9717,-82.3524
72,2,3,12,72,39.8643,-84.307
80,3,4,17,80,42.1167,-80.0733
80,3,4,17,80,40.0404,-105.0399
55,0,34,0,55,39.7464,39.4914
64,1,39,2,64,41.35,13.4167
79,2,15,5,79,20.2608,-76.5381
50,1,29,4,50,54.1961,9.0933
60,1,31,3,60,50.3167,11.9167
79,2,21,2,79,7.3964,3.9167
45,1,33,2,45,41.5814,1.6208
31,1,31,3,25,34.7,135.7
25,1,21,0,25,-21.8833,47.4333
82,3,20,1,82,-1.25,29.99
77,2,18,1,77,9.1167,-12.9167
35,1,35,1,30,26.0593,-80.1637
45,1,42,2,45,39.9495,-75.3038
66,1,45,0,66,42.6403,18.1083
32,1,30,1,32,51.886,-0.521
48,1,48,1,41,40.1506,-75.3364
50,1,32,3,50,37.4671,-122.1352
86,2,18,4,86,9.3856,76.5756
38,1,25,3,38,43.7417,-79.3733
57,1,57,0,49,41.2667,16.4167
38,1,37,0,38,55.54,-4.66
55,2,19,8,55,45.5372,-122.3955
63,1,42,2,63,34.2692,-88.7318
42,1,42,0,35,52.0167,18.5
17,0,17,1,14,-28.5708,-70.7581
72,1,45,0,72,41.7153,21.7753
43,1,43,0,26,52.9833,9.8333
48,1,42,1,48,42.2567,-72.5793
37,0,37,0,28,52.65,6.2167
27,1,27,0,24,52.3497,71.89
57,1,40,1,57,41.1245,-88.8297
64,1,55,0,64,49.2833,7.0667
64,1,55,0,64,50.1331,8.5289
156,3,63,2,156,22.12,84.03
99,2,15,5,99,15.6078,103.8
35,1,35,0,21,54.6667,20.1333
42,1,42,1,17,47.2167,38.9167
68,1,64,0,68,48.05,11.6167
68,1,64,0,68,48.3439,12.1303
74,1,74,2,24,32.8506,-96.7937
35,1,30,0,35,25.6736,-97.8144
54,1,41,0,54,46.4667,6.85
60,1,42,0,60,24.8819,90.7275
74,1,39,1,74,50.5833,16.5
56,1,45,1,56,37.5183,15.0069
65,3,11,12,65,32.3482,-86.2668
65,3,11,12,65,40.2411,-75.2318
65,3,11,12,65,40.426,-74.6791
65,3,11,12,65,41.5399,-74.2073
65,3,11,12,65,41.7237,-88.3633
65,3,11,12,65,39.2496,-84.3458
63,1,39,0,63,-5.1167,105.3
61,1,44,1,61,50.2833,18.6667
47,1,47,0,12,56.4161,10.8923
65,1,65,0,64,40.5333,17.4333
48,1,48,0,23,45.3594,40.7072
35,1,35,0,21,54.6667,21.0833
52,1,52,1,49,34.4391,-86.9396
63,1,27,6,63,34.3167,135.6
38,1,38,0,32,52.2656,6.7931
44,1,39,1,44,51.4833,5.1333
144,1,26,1,144,38.5264,68.5381
52,1,47,1,52,36.7833,14.9
46,1,24,0,46,14.995,-90.8075
150,3,27,9,150,-7.5369,-37.8189
36,1,36,0,33,42.9494,-72.2998
45,1,45,0,31,39.6731,33.6136
52,2,29,4,52,48.5575,7.6831
50,1,31,3,50,50.9789,6.2678
68,2,13,14,68,42.5897,-71.7199
67,0,22,0,67,6.8494,79.9236
27,1,23,5,27,51.5217,-0.7177
62,1,36,3,62,49.85,9.6
50,1,43,2,50,41,15.65
34,1,33,5,34,42.2802,-83.1782
52,1,21,3,52,47.2167,7.7833
145,3,145,1,103,29.2167,119.4722
145,3,145,1,103,46.2664,126.276
52,1,44,2,52,41.05,15.8
55,1,33,5,55,39.2394,-94.4191
55,1,33,5,55,41.8132,-74.7775
83,2,13,3,83,38.5788,-90.4203
57,1,38,0,57,44.0142,20.9394
55,1,31,3,55,50.747,6.4907
161,4,147,2,161,23.4,88.5
74,1,37,2,74,50.6846,13.8583
39,1,30,3,39,41.2167,9.4
58,1,28,2,58,41.1263,-100.7641
56,2,22,10,56,42.8124,-70.8878
42,1,28,5,42,43.06,-79.1067
42,1,28,5,42,43.0921,-79.0147
96,1,17,1,96,14.49,-4.18
65,1,54,0,65,49.3542,6.805
69,1,69,0,56,41.0333,14.3833
32,1,22,0,32,3.75,8.7833
62,1,24,1,62,-22.33,-47.1728
93,3,20,19,93,33.8616,-117.5649
40,0,27,0,40,27.7254,-97.3767
50,1,7,17,50,-38.0996,145.2834
38,1,23,0,38,-23.0744,-44.9597
24,0,24,0,19,-6.2608,-36.515
48,1,37,2,48,48.4894,-2.7958
50,2,50,4,47,32.4597,-86.4573
24,0,24,0,9,-31.2667,-61.4833
71,1,50,0,71,43.2289,13.1771
39,1,6,0,39,-6.9364,-76.7718
33,1,33,1,22,55.15,61.4
59,2,33,5,59,37.1406,-80.4036
49,1,22,8,49,55.082,-1.585
83,0,22,0,83,15.4167,74.0167
172,2,39,2,172,23.8301,87.6866
52,1,32,3,52,42.1629,-88.3159
34,1,34,1,28,-31.6667,-64.4333
44,1,44,0,36,39.93,32.85
45,1,19,1,45,14.6605,74.3047
50,0,28,0,50,-19.82,-40.2728
44,1,22,0,44,-21.3589,-46.1458
